sector,years_in_operation,num_employees,loan_amount_kes,loan_term_months,interest_rate_pct,mpesa_avg_monthly_inflow,mpesa_avg_monthly_outflow,mpesa_txn_count_monthly,mpesa_savings_ratio,electricity_payment_delays,electricity_bill_avg,water_bill_avg,social_media_active,online_ads_spend_kes,avg_monthly_data_spend,avg_monthly_airtime_spend,pos_monthly_sales,pos_txn_volume,loan_default,dataset_source
Services,1.4,1,268651,24,14.14,23090,21088,265,0.0867,5,3601,767,0,0,1026,782,76128,198,0,Kenya_SME
Hospitality,16.7,12,4148714,24,13.6,626801,472198,673,0.2467,1,1950,1574,1,9375,2811,2416,592497,1054,0,Kenya_SME
Informal,0.5,2,246850,6,17.39,77627,39458,257,0.4917,3,5068,2365,0,0,668,805,146938,162,0,Kenya_SME
ICT,0.5,3,215372,36,18.18,99515,58486,183,0.4123,3,7109,452,1,3832,1881,1936,138195,384,0,Kenya_SME
Construction,10.6,8,243914,24,24.14,16075,15486,214,0.0367,10,3935,2554,0,0,578,1156,297997,1990,1,Kenya_SME
Services,2.7,4,102100,24,19.02,179358,105226,372,0.4133,0,31282,1758,1,5637,1830,763,241588,544,0,Kenya_SME
Construction,0.9,9,100375,12,11.63,81443,41563,262,0.4897,0,4579,3933,0,0,2405,3369,238987,546,0,Kenya_SME
Construction,8,4,823883,18,21.02,86716,77942,701,0.1012,3,7793,2207,0,0,1410,1636,185055,426,0,Kenya_SME
Wholesale,3.6,1,517454,24,26.36,52924,41632,120,0.2133,4,4881,2043,0,0,474,1335,41047,67,1,Kenya_SME
Retail,8.4,11,371040,12,18.2,76990,51586,207,0.33,3,1509,1340,1,1888,2272,1037,59462,338,0,Kenya_SME
Retail,1,1,330857,24,16.75,67291,64834,286,0.0365,3,5927,4818,1,4154,1862,950,150407,703,0,Kenya_SME
Services,8.1,14,226559,24,16.57,290846,215507,297,0.259,1,4694,1983,1,3829,3990,1229,108755,299,0,Kenya_SME
Transport,3,7,286576,12,23.3,40727,31566,499,0.2249,2,6728,4328,0,0,2427,1318,153357,242,0,Kenya_SME
Services,8.3,2,221978,24,20.91,16246,6104,207,0.6242,2,1106,7025,1,5500,3121,1227,55297,428,0,Kenya_SME
ICT,0.5,6,892230,48,17.35,32205,27284,183,0.1528,10,1957,1476,0,0,489,2040,8989,33,1,Kenya_SME
Transport,0.5,2,624190,18,24.71,36869,29069,57,0.2116,3,4202,2113,0,0,2590,1029,50810,123,1,Kenya_SME
Agribusiness,3.5,2,2163794,24,6,226956,73360,281,0.6768,2,13235,11450,0,0,4187,856,184825,630,0,Kenya_SME
Retail,1.7,6,928145,12,20.5,148637,80668,134,0.4573,0,6897,3359,0,0,1714,714,63488,46,0,Kenya_SME
Transport,0.6,9,1635854,36,15.84,336099,156401,303,0.5347,1,9169,3435,0,0,3030,942,150755,249,0,Kenya_SME
Agribusiness,0.5,4,126169,36,19.18,41247,38854,112,0.058,5,2293,1676,0,0,1136,962,38436,59,1,Kenya_SME
Construction,2.3,2,694549,12,18.41,90000,18000,885,0.8,2,6059,2333,0,0,783,618,58027,79,1,Kenya_SME
Hospitality,5.7,1,243750,36,15.03,79131,35100,116,0.5564,3,4176,1172,0,0,6207,4016,98244,190,0,Kenya_SME
Manufacturing,7.2,2,856367,12,20.02,16662,7323,82,0.5605,11,15781,1431,1,315,1316,752,34450,177,1,Kenya_SME
Wholesale,1.7,1,301004,24,18.32,17136,11365,630,0.3367,3,6039,646,0,0,2644,843,80733,307,0,Kenya_SME
Hospitality,3.9,4,1640577,12,23.13,108040,56144,466,0.4803,4,2270,2662,1,13174,1294,668,123498,117,0,Kenya_SME
Hospitality,2.5,4,160673,60,20.07,28393,12127,233,0.5729,5,1805,3468,0,0,1098,1441,71873,268,0,Kenya_SME
Services,7.6,7,149585,6,25.5,17838,3568,245,0.8,5,9487,1068,0,0,2920,964,58523,140,1,Kenya_SME
Informal,5.5,7,389948,24,19.42,44028,15882,283,0.6393,2,17258,5754,1,1622,3172,2029,257434,748,0,Kenya_SME
Services,3.8,10,711591,12,17.2,33914,10565,118,0.6885,4,2694,696,0,0,3845,2557,55302,304,1,Kenya_SME
Retail,0.9,4,214511,18,15.64,62550,42189,544,0.3255,2,7226,2745,1,600,1383,2230,254493,273,0,Kenya_SME
Services,1.1,2,203054,24,12.36,7903,2212,132,0.7201,6,3619,2989,0,0,1638,818,93220,298,0,Kenya_SME
ICT,2.3,6,133185,60,18.65,47662,28322,204,0.4058,5,1951,2778,0,0,4225,495,40652,97,0,Kenya_SME
Informal,3,6,2021615,12,21.18,84169,72312,205,0.1409,4,16813,1548,0,0,1546,1333,75541,224,1,Kenya_SME
Retail,14,6,830841,48,21.76,21941,14747,571,0.3279,1,8228,2548,1,2810,2303,1536,74817,319,0,Kenya_SME
Manufacturing,2.3,24,94272,24,17.52,30822,11359,246,0.6314,2,3736,2502,1,384,6343,955,183452,342,0,Kenya_SME
Wholesale,2,7,635471,12,22.2,127174,89372,279,0.2972,3,6220,1470,0,0,407,1058,147702,327,0,Kenya_SME
Hospitality,5.4,13,707243,36,14.39,58721,33332,279,0.4324,7,7413,12445,0,0,2123,664,37000,73,0,Kenya_SME
Transport,1.3,1,163815,24,22.54,12519,8587,116,0.314,7,4685,1570,0,0,4431,1204,24915,23,1,Kenya_SME
Agribusiness,0.9,2,130343,6,13.28,128575,80049,251,0.3774,3,6538,3232,0,0,2784,771,72134,147,0,Kenya_SME
Hospitality,6.4,2,314939,12,19.88,26701,14473,304,0.4579,4,1357,2383,1,6560,2307,1928,53211,122,0,Kenya_SME
Wholesale,2.5,4,200098,18,15.22,29076,15480,92,0.4676,4,13027,1350,1,1242,1159,997,31316,72,0,Kenya_SME
Hospitality,2.1,4,963516,36,11.24,51520,46116,728,0.1049,2,7373,2545,0,0,3022,780,258929,1019,0,Kenya_SME
ICT,8.4,4,91667,12,21.3,54631,48982,163,0.1034,6,8795,2574,0,0,453,1222,144614,428,1,Kenya_SME
Retail,6.1,18,131535,6,24.34,9643,6003,73,0.3775,5,9149,3311,0,0,2926,527,85017,144,1,Kenya_SME
Informal,8.6,4,206206,12,16.31,59596,36384,535,0.3895,4,9009,2226,1,19507,854,1039,431977,2007,0,Kenya_SME
Manufacturing,6.9,6,465841,12,18.66,135166,27033,91,0.8,2,6178,2582,1,14628,1370,1121,25294,45,0,Kenya_SME
Informal,8.4,4,832897,18,17.23,28776,23918,356,0.1688,0,3141,1811,0,0,3435,951,104943,277,0,Kenya_SME
Retail,9.7,11,1669413,48,15.65,13108,5725,615,0.5632,3,1841,3292,0,0,5822,1150,185275,347,0,Kenya_SME
ICT,2.1,8,5584140,12,19.81,392348,302694,265,0.2285,1,3679,3602,0,0,1894,1168,145448,359,0,Kenya_SME
Agribusiness,1.9,4,470956,12,18.31,106125,21225,223,0.8,1,1810,561,0,0,1306,1700,93135,185,0,Kenya_SME
Retail,21.2,10,391673,36,14.25,49068,32899,529,0.3295,5,5533,1059,0,0,1904,1596,223110,559,0,Kenya_SME
Informal,3.7,7,750242,18,18.94,41812,16355,86,0.6088,2,11144,1037,1,3219,2421,728,121244,333,0,Kenya_SME
Agribusiness,5.3,8,425439,18,18.5,31016,20412,109,0.3419,7,4576,5917,0,0,2789,2011,18667,25,1,Kenya_SME
Retail,3.3,5,2025373,36,17.78,29817,20676,253,0.3065,4,4150,1484,0,0,1781,1166,97213,522,1,Kenya_SME
Hospitality,1,8,380255,60,10.39,83349,34692,266,0.5838,2,13251,1929,0,0,8034,1421,291164,439,0,Kenya_SME
Manufacturing,11.3,3,1374469,18,15,151423,79392,1174,0.4757,2,2617,3663,1,546,3471,249,287462,245,0,Kenya_SME
Services,8,1,108009,18,25.35,105937,95121,232,0.1021,4,12851,480,1,1096,2115,434,35193,134,0,Kenya_SME
Informal,6.1,3,545480,24,16.74,223891,164856,99,0.2637,4,2240,3279,0,0,1221,760,281475,570,0,Kenya_SME
Services,5,8,314854,24,18.2,103829,54316,311,0.4769,2,4759,401,1,6055,2474,649,460559,1669,0,Kenya_SME
Retail,6.2,8,539832,12,16.23,415935,83187,754,0.8,2,2788,4247,1,7201,1464,778,153452,843,0,Kenya_SME
Transport,3.6,1,116523,36,24.34,10888,7505,519,0.3107,9,8861,2363,0,0,1010,1424,41836,58,0,Kenya_SME
Transport,2.8,15,1424300,24,8.91,58635,56836,226,0.0307,6,1656,2548,1,1818,1192,1191,30988,59,1,Kenya_SME
Retail,13.1,2,303462,18,23.9,13699,6828,205,0.5016,1,3600,4722,1,932,2425,1035,472890,992,0,Kenya_SME
Services,3.3,5,343028,12,18.8,171509,66148,317,0.6143,3,1229,9063,0,0,2004,1766,87732,183,0,Kenya_SME
Manufacturing,2.6,2,213450,48,18.97,44351,32712,153,0.2624,2,9541,853,0,0,1212,556,58951,192,0,Kenya_SME
Retail,1.2,5,1291421,18,14.38,266857,204420,154,0.234,1,7600,2261,1,1575,2735,2311,417304,1920,0,Kenya_SME
Agribusiness,6.7,1,233215,24,26.06,51610,26427,381,0.4879,3,4718,1271,1,18960,2829,1578,72062,159,0,Kenya_SME
Hospitality,6.1,1,261279,36,14.42,23938,19924,315,0.1677,1,5490,913,1,2682,720,1128,93525,221,0,Kenya_SME
Agribusiness,7,2,372026,6,20.4,115189,58671,361,0.4907,0,7616,5025,0,0,1685,3909,35342,97,0,Kenya_SME
Agribusiness,0.5,8,318468,12,18.97,44692,37110,85,0.1696,6,9650,1499,0,0,847,1993,38921,120,1,Kenya_SME
Construction,12,6,1815109,6,19.91,284554,112999,169,0.6029,1,6725,489,1,4790,2661,796,129738,239,0,Kenya_SME
Manufacturing,1.2,1,141340,48,18.99,63601,52988,399,0.1669,4,3561,535,0,0,1298,1352,126294,393,0,Kenya_SME
Construction,9.1,10,489477,6,13.62,33728,13682,198,0.5943,3,4245,1301,0,0,1200,1380,8167,43,0,Kenya_SME
Hospitality,2.2,5,140614,12,17.67,58891,40973,254,0.3043,4,3569,2377,0,0,3205,2126,127547,616,1,Kenya_SME
Services,9.6,9,80417,18,11.86,82129,46669,260,0.4318,1,5630,830,0,0,2028,2353,325161,276,0,Kenya_SME
Manufacturing,2.3,2,64825,48,17.26,26779,20638,80,0.2293,7,14975,4699,0,0,718,894,20486,50,0,Kenya_SME
Retail,3.7,1,846805,12,21.17,20320,9250,416,0.5448,7,8258,3834,0,0,2606,212,19178,26,1,Kenya_SME
Retail,4.7,16,371317,24,22.69,29954,26709,39,0.1083,8,10198,1840,0,0,1012,2303,29618,71,1,Kenya_SME
Agribusiness,4.3,3,623641,18,18.48,17420,10932,139,0.3724,5,6894,1966,0,0,3308,728,67646,177,0,Kenya_SME
Services,0.8,10,336148,18,22.85,8312,3205,327,0.6143,1,6005,4057,0,0,2754,1310,16787,70,0,Kenya_SME
Manufacturing,2.5,2,328609,12,19.18,35302,20597,364,0.4165,4,2204,2673,1,6713,2630,1396,103787,188,0,Kenya_SME
ICT,3,5,707735,24,12.87,55283,48726,100,0.1186,3,1980,1450,1,4678,1521,1399,82805,304,0,Kenya_SME
Agribusiness,0.7,1,351707,24,17.23,28095,21347,83,0.2402,5,2073,1938,0,0,2551,2058,114269,129,0,Kenya_SME
Manufacturing,6.6,2,493840,6,16.3,161848,103416,501,0.361,4,16199,2419,1,806,6057,1498,333519,1424,0,Kenya_SME
Retail,0.5,16,246816,36,19.29,55520,42713,88,0.2307,3,1220,6830,0,0,924,976,117775,487,0,Kenya_SME
Agribusiness,1.2,10,328706,18,18.13,144082,68913,243,0.5217,2,7616,919,1,3763,1903,1609,105530,326,0,Kenya_SME
ICT,2.3,13,1492436,18,18.53,111688,59369,209,0.4684,1,4018,2599,1,4623,1672,1620,100059,425,0,Kenya_SME
Transport,21.4,6,2810665,48,9.89,117546,78326,440,0.3336,4,4781,471,0,0,1348,601,17231,60,0,Kenya_SME
Manufacturing,1.9,5,493097,6,21.16,34785,21865,201,0.3714,4,3597,1357,0,0,4254,2074,106271,221,0,Kenya_SME
Services,0.8,11,723847,6,20.47,158692,103911,533,0.3452,1,1765,970,0,0,9456,1469,234191,708,0,Kenya_SME
Manufacturing,6.4,10,144348,12,16.27,63773,36460,106,0.4283,2,5992,1463,1,8174,1688,537,173836,664,0,Kenya_SME
Hospitality,9.9,5,540006,48,20.01,12743,10229,84,0.1973,5,7529,1619,1,662,1671,726,42438,71,0,Kenya_SME
Manufacturing,2.2,5,237711,24,20.98,36534,23148,1210,0.3664,1,4744,3122,0,0,2637,1016,67971,245,0,Kenya_SME
Transport,1,10,281480,18,23.43,28195,20325,104,0.2791,5,2438,1991,1,13571,1844,4911,43692,121,1,Kenya_SME
Agribusiness,0.8,2,342224,18,12,263251,167497,993,0.3637,0,4799,6181,1,1543,2173,1021,438194,834,0,Kenya_SME
Manufacturing,3.5,3,784460,36,13.73,69774,59845,140,0.1423,2,11614,889,1,728,1500,1858,41077,53,0,Kenya_SME
Services,5.4,1,156849,36,17.1,49187,40526,144,0.1761,0,4030,5028,1,8084,1799,2528,419061,1874,0,Kenya_SME
Retail,3.8,1,2044860,18,20.31,40079,25150,388,0.3725,0,13185,3521,1,3763,1981,1259,256618,1013,0,Kenya_SME
Wholesale,4.5,5,307750,48,20.42,22988,12547,135,0.4542,1,3511,6115,1,379,1077,1036,478292,777,0,Kenya_SME
Services,4.2,9,1714587,12,18.38,61794,55119,493,0.108,0,2311,1292,1,1393,2747,749,56660,143,0,Kenya_SME
Retail,7.3,22,319209,48,13.14,107602,64789,177,0.3979,5,21221,3929,1,6424,1750,854,84206,179,1,Kenya_SME
Informal,1.1,4,292360,12,14.11,74105,19685,1386,0.7344,3,2676,3363,1,2326,3910,733,53150,116,0,Kenya_SME
Retail,6.1,3,923795,24,11.17,64750,28269,314,0.5634,3,21013,1339,0,0,2285,1084,173481,589,0,Kenya_SME
Hospitality,3.1,3,253953,48,20.66,33654,21209,490,0.3698,5,1900,2437,1,4556,4639,1460,84581,416,0,Kenya_SME
Services,6.1,5,399842,12,25.52,53829,37493,291,0.3035,3,18459,1680,0,0,4655,976,245304,613,0,Kenya_SME
Agribusiness,9,22,826380,48,15.25,19648,11866,150,0.3961,8,8334,3189,0,0,1199,919,25328,132,1,Kenya_SME
Retail,2.8,3,272812,18,26.05,62009,46097,153,0.2566,3,4299,1162,0,0,1127,808,58902,219,1,Kenya_SME
Transport,0.6,1,169794,60,25.56,52104,20076,100,0.6147,2,5886,6331,0,0,544,721,166457,141,1,Kenya_SME
Transport,0.8,6,2831931,24,12.7,39799,23481,250,0.41,2,3193,4715,0,0,1800,1323,409464,1425,0,Kenya_SME
Wholesale,7,5,805671,12,25.55,130809,75832,572,0.4203,0,1720,1530,0,0,3509,581,410007,1101,0,Kenya_SME
Manufacturing,6.6,5,527834,48,12.09,173387,66503,163,0.6164,0,7247,2945,0,0,2106,1577,128596,191,0,Kenya_SME
Retail,7.8,2,285194,36,28.09,60859,40941,150,0.3273,6,5222,1927,0,0,1217,2140,30792,67,0,Kenya_SME
ICT,14.5,29,1472926,6,20.06,14359,12401,393,0.1363,0,8486,1871,0,0,3072,2269,164568,851,1,Kenya_SME
Hospitality,7.2,3,97324,36,6.7,83678,47317,255,0.4345,3,3579,997,0,0,2264,1693,222629,745,0,Kenya_SME
Manufacturing,1.9,1,410317,6,10.19,7824,4831,240,0.3825,2,2437,1434,0,0,1210,657,59839,48,1,Kenya_SME
Hospitality,4.5,2,485430,36,20.24,107539,37960,190,0.647,2,2102,3174,1,6267,988,1624,65627,103,0,Kenya_SME
Wholesale,0.5,1,95535,36,17.94,19855,13008,132,0.3448,5,1117,2256,0,0,1343,670,112205,154,1,Kenya_SME
Services,8.7,1,4005052,36,17.11,142181,116168,799,0.183,0,3009,630,0,0,1978,670,69529,356,0,Kenya_SME
Wholesale,6.9,3,1111184,36,7.48,28225,8230,173,0.7084,5,9639,576,1,4691,1308,908,24897,49,0,Kenya_SME
Retail,0.8,19,412419,24,15.79,56918,38168,315,0.3294,2,2413,1305,1,537,1472,1002,59478,215,0,Kenya_SME
Retail,5.1,1,49775,24,28.71,32579,16982,155,0.4787,5,18860,2201,0,0,906,1133,96214,531,0,Kenya_SME
Transport,10.2,1,574249,18,13.97,85349,45504,210,0.4668,3,5093,2413,0,0,3088,1349,252405,575,0,Kenya_SME
Informal,17.8,9,149421,36,17.77,65866,52273,444,0.2064,1,1763,662,1,14928,641,866,174518,368,0,Kenya_SME
Services,3.6,3,225410,24,14.77,71730,60201,43,0.1607,8,2854,379,1,837,3020,2435,30471,40,1,Kenya_SME
Retail,4,2,500208,60,19.99,69555,17214,97,0.7525,5,4357,7472,0,0,1363,1512,51519,76,1,Kenya_SME
Retail,2.8,10,598556,36,14.32,22903,14701,233,0.3581,9,5985,1691,1,1052,583,747,76951,178,0,Kenya_SME
Services,0.6,2,259551,24,18.69,136052,70133,335,0.4845,5,12732,3373,1,1887,3171,1762,21048,139,1,Kenya_SME
Wholesale,2.1,1,780926,12,22.73,122002,116030,379,0.0489,5,2660,965,1,12996,1443,693,31873,114,0,Kenya_SME
Retail,2.2,8,171130,24,26.12,16790,10360,48,0.3829,6,2710,1779,0,0,1940,1651,217965,381,1,Kenya_SME
Retail,1.3,4,121784,24,13.01,77553,31329,370,0.596,2,2209,821,0,0,4996,1623,137846,186,0,Kenya_SME
Transport,3.6,3,185857,24,21.03,60609,52339,242,0.1364,4,2902,920,0,0,1740,539,218922,409,0,Kenya_SME
Retail,7.3,1,257836,48,16.51,10792,8312,93,0.2298,4,4839,1865,1,3605,704,844,119397,280,0,Kenya_SME
Manufacturing,16.6,1,301150,12,19.99,47306,36332,94,0.232,7,10522,1292,0,0,2702,2336,34686,91,0,Kenya_SME
Transport,2.5,4,1795373,24,22.14,98069,34081,299,0.6525,0,3325,2046,1,3098,1156,761,174936,929,0,Kenya_SME
Retail,2.4,2,1080910,12,14.67,49395,20528,421,0.5844,4,6434,1681,1,8754,1139,881,54849,184,0,Kenya_SME
Manufacturing,7.3,10,205449,12,19.15,65941,32331,167,0.5097,7,11698,2540,0,0,920,1256,88914,167,0,Kenya_SME
Retail,4.8,4,281672,18,19.8,43269,18912,250,0.5629,1,27075,1531,0,0,1434,437,79534,330,0,Kenya_SME
Manufacturing,0.9,3,166966,18,28.05,10602,6412,45,0.3952,2,2569,1386,0,0,517,1765,39675,183,1,Kenya_SME
Construction,1.8,10,481796,36,14.04,11014,8369,94,0.2402,3,3662,640,0,0,4987,856,53442,166,0,Kenya_SME
Transport,2.7,2,156775,36,19.3,19343,4145,142,0.7857,3,1968,1384,0,0,2447,1033,47992,96,0,Kenya_SME
Retail,0.5,6,440260,36,18.23,19640,17033,55,0.1327,3,7769,1784,0,0,4558,214,17276,24,0,Kenya_SME
Retail,4.3,4,1772393,48,11.04,76949,50827,192,0.3395,2,13333,2506,0,0,1326,869,31547,59,1,Kenya_SME
Agribusiness,0.5,9,328172,18,18.04,46973,37194,176,0.2082,2,17182,971,0,0,1075,647,184319,541,1,Kenya_SME
Hospitality,6.5,6,462608,36,18.9,51423,39124,326,0.2392,2,2995,3666,1,4815,948,604,566235,1094,0,Kenya_SME
Transport,3.5,8,1313472,36,18,122654,101026,354,0.1763,1,6749,8644,1,1448,1896,1087,64108,119,0,Kenya_SME
Wholesale,4.9,1,420974,18,19.28,14842,6120,44,0.5876,8,5018,3714,0,0,2274,1806,119449,351,1,Kenya_SME
Retail,1,3,262273,18,14.2,60627,54673,351,0.0982,0,2122,1478,0,0,3557,1685,386845,1537,0,Kenya_SME
Construction,14.8,2,1017074,36,17.13,5462,4012,62,0.2654,6,1811,660,0,0,487,464,13622,19,1,Kenya_SME
ICT,0.5,7,350142,12,12.32,99544,69875,681,0.298,2,13832,1018,1,920,2019,535,125852,371,0,Kenya_SME
Agribusiness,3.9,6,119542,18,16.16,69681,54708,457,0.2149,5,3701,434,1,21562,4239,955,86141,262,0,Kenya_SME
Manufacturing,8.3,8,129781,12,21.55,167735,131736,526,0.2146,4,13261,6595,1,3052,2713,630,80375,155,0,Kenya_SME
Manufacturing,1,1,891725,6,28.02,10844,6630,165,0.3886,8,4142,485,0,0,2766,1457,24819,94,1,Kenya_SME
Wholesale,4,1,246268,12,10,27051,22544,120,0.1666,8,17894,2436,0,0,784,653,32731,145,0,Kenya_SME
Manufacturing,7.7,3,370115,60,11.05,35706,28243,662,0.209,2,2724,2362,0,0,1055,704,204904,876,0,Kenya_SME
Agribusiness,3.2,1,247854,36,16.66,4908,4634,184,0.0558,7,5504,2618,0,0,666,444,12256,23,1,Kenya_SME
Wholesale,13.4,2,850341,18,17.17,67681,13536,268,0.8,3,2311,13775,1,26354,2758,1571,180080,463,0,Kenya_SME
Wholesale,1.4,3,454696,18,20.88,94122,62450,176,0.3365,5,1974,2494,1,11016,738,949,427108,1854,0,Kenya_SME
Manufacturing,0.5,1,187136,18,22.51,19404,8574,47,0.5581,4,5678,3457,0,0,1484,487,56773,159,1,Kenya_SME
Services,4.1,2,705943,12,18.94,63881,34745,765,0.4561,10,7520,3690,1,6593,445,814,110239,247,0,Kenya_SME
Retail,2.6,1,172728,18,17.22,18031,7304,96,0.5949,4,18185,2262,1,2096,2705,1341,15764,50,1,Kenya_SME
Manufacturing,9,2,784566,18,7.44,242469,150343,485,0.3799,0,2723,1845,1,11844,5969,3699,143053,928,0,Kenya_SME
ICT,5.6,1,136837,48,23.69,49020,43840,385,0.1057,0,27709,1731,1,7406,457,1140,138463,562,0,Kenya_SME
Wholesale,8.5,1,154981,48,27.95,63606,37368,76,0.4125,5,2091,2372,0,0,1709,758,270548,460,1,Kenya_SME
Construction,7.1,6,47923,36,14.72,46911,40475,263,0.1372,4,2948,1085,1,1688,2389,560,51047,132,0,Kenya_SME
Transport,5.9,3,102367,12,24.28,17587,9135,136,0.4806,4,10466,1854,0,0,1878,550,111967,385,1,Kenya_SME
ICT,1.9,5,288508,18,12.29,65126,43681,996,0.3293,2,6346,3199,1,2460,1784,2506,675002,1486,0,Kenya_SME
Manufacturing,0.5,3,20896,18,23.59,36363,24980,200,0.313,3,12383,2325,0,0,1660,1463,29706,34,1,Kenya_SME
Retail,2.3,8,79038,12,12.56,63554,32677,588,0.4858,0,3132,1330,0,0,2043,1381,124431,146,0,Kenya_SME
Construction,7.6,6,287869,12,16.57,67253,34182,607,0.4917,4,11104,424,0,0,1200,618,117636,219,0,Kenya_SME
Wholesale,7,6,175460,36,20.12,18499,15851,414,0.1431,3,7682,664,1,2368,1682,730,39364,70,1,Kenya_SME
Hospitality,14.3,3,667724,12,13.8,18736,11109,526,0.4071,3,2762,2817,0,0,1286,928,29494,93,0,Kenya_SME
Wholesale,2.6,3,395205,24,16.47,20662,16467,861,0.203,4,4277,288,0,0,3063,980,96606,171,0,Kenya_SME
Manufacturing,2.7,1,522515,12,25.33,9623,8789,275,0.0866,1,9165,1042,0,0,716,1045,185705,315,0,Kenya_SME
Retail,2.2,2,312917,36,9.08,66684,54696,443,0.1798,4,4386,1541,0,0,1290,1207,52385,209,0,Kenya_SME
Manufacturing,14.5,8,500548,24,23.22,33845,23959,226,0.2921,4,9776,3497,1,950,564,1994,98151,104,1,Kenya_SME
Wholesale,2.5,1,998751,48,24.63,10199,8444,287,0.172,9,13402,1880,0,0,795,820,19250,35,1,Kenya_SME
Construction,4.2,3,664616,18,13.56,25950,17119,216,0.3403,7,4947,1417,1,4401,440,543,47237,150,0,Kenya_SME
ICT,0.5,6,565642,18,23.13,7462,4580,110,0.3861,3,2919,2105,0,0,1630,1526,19201,31,1,Kenya_SME
Services,3.8,5,194626,60,16.95,24199,17234,395,0.2878,2,2767,1324,1,29040,3400,928,121162,723,0,Kenya_SME
Manufacturing,0.5,4,97127,6,18.84,47536,30711,590,0.3539,5,5098,823,0,0,1609,604,152281,573,0,Kenya_SME
Retail,3.1,3,245420,6,15.72,21643,11744,202,0.4573,4,11429,2073,0,0,1489,630,60798,76,1,Kenya_SME
Manufacturing,4.3,10,1260620,18,13.87,203382,127591,1036,0.3726,1,7422,7906,1,1154,2526,1178,860480,1858,0,Kenya_SME
Informal,2.4,2,289389,12,23.6,80137,60414,286,0.2461,1,6834,411,1,1089,2963,739,96900,757,0,Kenya_SME
Transport,5.3,6,1796117,12,16.16,28270,16236,472,0.4256,2,2289,4294,1,11275,2133,1374,43344,50,0,Kenya_SME
Services,13.5,2,349404,36,20.25,99436,74965,255,0.2461,6,1630,11173,0,0,837,1251,104013,379,1,Kenya_SME
Hospitality,0.5,6,526692,24,20.95,75379,61746,73,0.1809,6,7001,2111,0,0,5509,652,70073,288,1,Kenya_SME
Retail,2.3,7,348760,6,11.89,49935,38871,949,0.2216,4,1825,1090,1,1778,1599,1582,159551,366,0,Kenya_SME
Construction,1.1,4,324062,12,18.31,9176,7299,107,0.2045,1,7785,2292,0,0,1664,1421,51680,84,1,Kenya_SME
Transport,0.5,11,1277778,36,12.18,45796,35370,719,0.2277,2,3156,741,0,0,1592,1186,64716,128,0,Kenya_SME
Retail,4.7,7,485643,36,18.6,115419,105693,87,0.0843,7,1329,2641,0,0,2564,665,21842,21,1,Kenya_SME
Transport,2.6,3,259630,36,22.6,66886,33862,245,0.4937,4,7351,333,1,1690,1823,2008,101906,435,0,Kenya_SME
Retail,21.5,5,567470,6,15.9,28219,11493,728,0.5927,4,13329,2562,0,0,1062,1369,32480,94,0,Kenya_SME
Wholesale,10.1,5,2372017,6,14.9,45705,19828,577,0.5662,3,4585,7979,1,5062,1810,717,148260,377,0,Kenya_SME
Agribusiness,23.3,10,357159,36,12.79,103918,72323,371,0.304,3,4708,1434,1,1571,3747,1243,28883,63,0,Kenya_SME
Agribusiness,0.5,1,637556,18,15.43,64471,46580,118,0.2775,3,11572,3285,0,0,494,1502,41515,84,0,Kenya_SME
Wholesale,0.8,11,467693,48,24.22,38149,20295,87,0.468,4,7469,616,0,0,2724,899,137926,530,0,Kenya_SME
Manufacturing,0.5,1,517235,24,22.71,12113,10398,91,0.1416,6,6489,1645,0,0,3311,681,88604,225,1,Kenya_SME
Retail,11.1,6,4861808,24,17.59,65493,27048,95,0.587,3,2469,4148,0,0,3247,1329,62423,147,0,Kenya_SME
ICT,1.5,6,161490,48,18.99,99300,86253,219,0.1314,2,5012,630,0,0,5992,1057,117680,218,0,Kenya_SME
Agribusiness,1.1,3,422016,36,15.68,75111,34854,242,0.536,0,3838,680,0,0,2589,994,34662,81,0,Kenya_SME
Wholesale,0.5,7,641562,60,18.1,22249,13608,302,0.3884,5,5688,3284,0,0,3364,2588,114478,377,1,Kenya_SME
Wholesale,0.7,1,252846,36,16.4,88161,62326,315,0.293,2,3437,8079,1,20361,1199,919,30516,100,0,Kenya_SME
Retail,2.8,2,2543213,24,19.61,75037,31359,298,0.5821,3,1491,880,0,0,1800,1165,107618,319,0,Kenya_SME
Informal,3.5,1,179841,24,20.5,120137,35054,677,0.7082,8,1150,2088,0,0,1973,1183,25440,90,0,Kenya_SME
Manufacturing,1.7,2,984150,18,14.29,47407,39895,471,0.1585,4,2220,1321,0,0,1150,2039,31241,75,1,Kenya_SME
Agribusiness,12,12,504316,18,11.83,499229,483333,204,0.0318,0,26319,1596,1,8774,4408,2756,248220,334,0,Kenya_SME
Manufacturing,0.5,12,450406,24,26.52,39430,33463,730,0.1513,4,2751,1007,0,0,1204,1143,240963,266,0,Kenya_SME
Wholesale,2.4,4,940550,60,13.15,58939,49570,393,0.1589,3,6366,1269,1,2205,1665,2267,742771,889,1,Kenya_SME
Retail,18.5,4,191423,24,23.32,10076,6982,57,0.3071,6,1142,875,0,0,768,851,35139,75,1,Kenya_SME
Agribusiness,5.7,24,1642476,18,16.65,13707,10087,358,0.264,5,2872,2212,1,8383,749,910,218385,920,0,Kenya_SME
Services,5.3,3,575615,12,16.68,68354,59610,1060,0.1279,0,14356,2354,1,8878,3271,1700,705486,1856,0,Kenya_SME
